요일,출발,도착,이동인구(합),x1,y1,x2,y2
주중,11210,11230,148896.0,37.4753861111111,126.953844444444,37.514575,127.049555555555
주중,11240,11230,141931.0,37.5117555555555,127.107930555555,37.514575,127.049555555555
주중,11220,11230,106540.0,37.4807861111111,127.034811111111,37.514575,127.049555555555
주중,11050,11230,90272.0,37.5357388888888,127.084533333333,37.514575,127.049555555555
주중,11210,11220,85535.0,37.4753861111111,126.953844444444,37.4807861111111,127.034811111111
주중,11230,11220,73419.0,37.514575,127.049555555555,37.4807861111111,127.034811111111
주중,11200,11230,72618.0,37.5096555555555,126.941575,37.514575,127.049555555555
주중,11040,11230,63700.0,37.5606111111111,127.039,37.514575,127.049555555555
주중,11070,11230,59792.0,37.6038055555555,127.094777777777,37.514575,127.049555555555
주중,11250,11230,58374.0,37.5273666666666,127.125863888888,37.514575,127.049555555555
주중,11250,11240,57139.0,37.5273666666666,127.125863888888,37.5117555555555,127.107930555555
주중,11160,11190,48788.0,37.5481555555555,126.851675,37.5236111111111,126.898341666666
주중,11200,11220,48595.0,37.5096555555555,126.941575,37.4807861111111,127.034811111111
주중,11130,11140,48191.0,37.5763666666666,126.938897222222,37.5607055555555,126.910530555555
주중,11190,11230,45360.0,37.5236111111111,126.898341666666,37.514575,127.049555555555
주중,11120,11140,44023.0,37.5096555555555,126.941575,37.5607055555555,126.910530555555
주중,11240,11220,43837.0,37.5117555555555,127.107930555555,37.4807861111111,127.034811111111
주중,11050,11040,43570.0,37.5357388888888,127.084533333333,37.5606111111111,127.039
주중,11110,11230,42969.0,37.6514611111111,127.058388888888,37.514575,127.049555555555
주중,11160,11230,41156.0,37.5481555555555,126.851675,37.514575,127.049555555555
주중,11140,11130,39344.0,37.5607055555555,126.910530555555,37.5763666666666,126.938897222222
주중,11060,11230,38985.0,37.571625,127.042141666666,37.514575,127.049555555555
주중,11150,11160,37244.0,37.5142305555555,126.868708333333,37.5481555555555,126.851675
주중,11080,11010,36834.0,37.5863833333333,127.020333333333,37.5703777777777,126.981641666666
주중,11210,11190,35892.0,37.4753861111111,126.953844444444,37.5236111111111,126.898341666666
주중,11140,11230,35482.0,37.5607055555555,126.910530555555,37.514575,127.049555555555
주중,11170,11190,35336.0,37.49265,126.889597222222,37.5236111111111,126.898341666666
주중,11080,11230,33677.0,37.5863833333333,127.020333333333,37.514575,127.049555555555
주중,11030,11230,33242.0,37.5360944444444,126.967522222222,37.514575,127.049555555555
주중,11160,11140,32727.0,37.5481555555555,126.851675,37.5607055555555,126.910530555555
주중,11170,11230,32724.0,37.49265,126.889597222222,37.514575,127.049555555555
주중,11120,11230,32282.0,37.5096555555555,126.941575,37.514575,127.049555555555
주중,11140,11020,31510.0,37.5607055555555,126.910530555555,37.5610027777777,126.999641666666
주중,11160,11150,31085.0,37.5481555555555,126.851675,37.5142305555555,126.868708333333
주중,11080,11020,30423.0,37.5863833333333,127.020333333333,37.5610027777777,126.999641666666
주중,11200,11190,30005.0,37.5096555555555,126.941575,37.5236111111111,126.898341666666
주중,11140,11190,29387.0,37.5607055555555,126.910530555555,37.5236111111111,126.898341666666
주중,11060,11040,28181.0,37.571625,127.042141666666,37.5606111111111,127.039
주중,11040,11020,27588.0,37.5606111111111,127.039,37.5610027777777,126.999641666666
주중,11190,11140,27355.0,37.5236111111111,126.898341666666,37.5607055555555,126.910530555555
주중,11150,11190,27159.0,37.5142305555555,126.868708333333,37.5236111111111,126.898341666666
주중,11230,11240,27068.0,37.514575,127.049555555555,37.5117555555555,127.107930555555
주중,11130,11020,26965.0,37.5763666666666,126.938897222222,37.5610027777777,126.999641666666
주중,11050,11220,26659.0,37.5357388888888,127.084533333333,37.4807861111111,127.034811111111
주중,11210,11170,26550.0,37.4753861111111,126.953844444444,37.49265,126.889597222222
주중,11190,11020,26521.0,37.5236111111111,126.898341666666,37.5610027777777,126.999641666666
주중,11030,11020,26414.0,37.5360944444444,126.967522222222,37.5610027777777,126.999641666666
주중,11210,11020,26155.0,37.4753861111111,126.953844444444,37.5610027777777,126.999641666666
주중,11060,11020,26145.0,37.571625,127.042141666666,37.5610027777777,126.999641666666
주중,11050,11240,25830.0,37.5357388888888,127.084533333333,37.5117555555555,127.107930555555
주중,11120,11020,25057.0,37.5096555555555,126.941575,37.5610027777777,126.999641666666
주중,11120,11130,24303.0,37.5096555555555,126.941575,37.5763666666666,126.938897222222
주중,11120,11010,24261.0,37.5096555555555,126.941575,37.5703777777777,126.981641666666
주중,11130,11010,24249.0,37.5763666666666,126.938897222222,37.5703777777777,126.981641666666
주중,11210,11180,24198.0,37.4753861111111,126.953844444444,37.4491083333333,126.904197222222
주중,11010,11020,24028.0,37.5703777777777,126.981641666666,37.5610027777777,126.999641666666
주중,11130,11230,23933.0,37.5763666666666,126.938897222222,37.514575,127.049555555555
주중,11210,11140,23812.0,37.4753861111111,126.953844444444,37.5607055555555,126.910530555555
주중,11210,11200,23794.0,37.4753861111111,126.953844444444,37.5096555555555,126.941575
주중,11240,11250,23731.0,37.5117555555555,127.107930555555,37.5273666666666,127.125863888888
주중,11180,11170,23226.0,37.4491083333333,126.904197222222,37.49265,126.889597222222
주중,11190,11220,23122.0,37.5236111111111,126.898341666666,37.4807861111111,127.034811111111
주중,11090,11080,23014.0,37.6369555555555,127.027719444444,37.5863833333333,127.020333333333
주중,11170,11180,22957.0,37.49265,126.889597222222,37.4491083333333,126.904197222222
주말,11220,11230,22450.0,37.4807861111111,127.034811111111,37.514575,127.049555555555
주중,11060,11010,22343.0,37.571625,127.042141666666,37.5703777777777,126.981641666666
주말,11240,11230,22324.0,37.5117555555555,127.107930555555,37.514575,127.049555555555
주중,11060,11080,21952.0,37.571625,127.042141666666,37.5863833333333,127.020333333333
주중,11150,11230,21682.0,37.5142305555555,126.868708333333,37.514575,127.049555555555
주중,11190,11170,21207.0,37.5236111111111,126.898341666666,37.49265,126.889597222222
